fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,H_Distance,Year,Month,Date,Day of Week,Hour
5.3,-73.969505,40.784843,-73.958732,40.783357,1.0,0.921951718255455,2010,7,7,2,14
4.0,-73.979815,40.751902,-73.979446,40.755481,1.0,0.39917857039937654,2014,12,6,5,20
10.5,-73.985382,40.747858,-73.97837700000001,40.76207,1.0,1.6868613301695143,2010,9,7,1,13
11.5,-73.957954,40.779252,-73.96125,40.758787,1.0,2.292469799917281,2013,2,12,1,12
4.5,-73.99170699999999,40.770505,-73.98545899999999,40.763671,1.0,0.9242957326388315,2009,8,6,3,18
4.9,-74.000632,40.747473,-73.986672,40.740577,1.0,1.403958178601957,2010,12,6,0,12
6.1,-73.969622,40.756972999999995,-73.98115200000001,40.759712,1.0,1.01777308822931,2009,12,10,3,15
7.3,-73.991875,40.754437,-73.97723,40.774322999999995,3.0,2.5319466971921845,2011,6,21,1,16
4.5,-73.988893,40.76016,-73.98644499999999,40.757857,3.0,0.3287708526853079,2011,6,28,1,19
9.3,-73.98925799999999,40.690835,-74.004133,40.72569,1.0,4.0734630904879126,2012,5,4,4,6
4.5,-73.98102,40.737759999999994,-73.98066800000001,40.730497,2.0,0.8081531607876572,2013,8,11,6,0
5.5,-73.976075,40.752421999999996,-73.981082,40.759285,1.0,0.8719132689995527,2014,2,19,2,16
22.54,-74.01048279,40.71766663,-73.98577118,40.66036606,1.0,6.703551676111644,2015,6,21,6,21
31.9,-73.87302700000001,40.773883000000005,-73.984545,40.769545,3.0,9.403295658388584,2009,1,9,4,16
5.7,-73.976162,40.744988,-73.990002,40.738323,2.0,1.3815885065972247,2011,9,7,2,14
18.1,-73.993717,40.740784999999995,-73.99927199999999,40.676617,1.0,7.150502806159904,2011,9,7,2,23
58.0,-73.98332977,40.73871994,-73.93319702,40.84722519,1.0,12.782055750141087,2015,1,11,6,3
4.5,-73.99017334,40.75644684,-73.98561859,40.76282883,1.0,0.8066992834263046,2015,3,12,3,8
5.3,-73.995199,40.754740000000005,-74.005416,40.751084000000006,1.0,0.9518008399115655,2012,1,19,3,10
9.0,-73.95774,40.773617,-73.977087,40.758465,6.0,2.3438024765578334,2013,11,24,6,11
9.8,-73.972673,40.759186,-73.969897,40.791367,1.0,3.5859907143799794,2009,3,2,0,20
8.1,-73.984267,40.744960999999996,-73.981646,40.759608,1.0,1.6435680593541993,2011,3,29,1,15
10.9,-74.003899,40.725514000000004,-73.976484,40.765537,2.0,5.013935827375785,2011,10,15,5,10
17.5,-73.97845,40.76292,-74.008482,40.716502,1.0,5.748258840608666,2013,11,22,4,8
12.1,-73.988558,40.7372,-73.958688,40.780747999999996,1.0,5.4568704732897615,2009,6,10,2,21
5.3,-73.997037,40.737095000000004,-73.98612800000001,40.735043,1.0,0.9470360672680698,2011,3,4,4,18
6.9,-73.971114,40.758944,-73.97793,40.736613,1.0,2.548615186304921,2011,8,31,2,21
4.5,-73.980822,40.74442,-73.991093,40.748796999999996,1.0,0.9927377363021154,2011,6,1,2,20
3.3,-73.988877,40.763577000000005,-73.985573,40.760262,1.0,0.46185347052105535,2011,12,14,2,7
3.3,-73.98666,40.756071999999996,-73.989727,40.751702,5.0,0.5503272397645671,2012,7,18,2,0
9.0,-73.992253,40.742657,-73.983597,40.755947,1.0,1.647883223204831,2013,1,29,1,12
9.7,-73.985582,40.739765000000006,-73.973899,40.760426,1.0,2.4993156172302204,2011,12,6,1,9
5.5,-73.952825,40.772048,-73.95219399999999,40.781152,3.0,1.0137120089979235,2012,10,6,5,20
8.0,-73.980298,40.783722999999995,-73.979628,40.763179,1.0,2.285085178133351,2013,1,23,2,7
7.5,-73.97770799999999,40.746212,-73.975782,40.745055,1.0,0.20706795316060175,2013,9,7,5,3
25.5,-73.974497,40.751603,-73.934927,40.851566999999996,4.0,11.603773964578513,2013,11,10,6,1
15.3,-73.97151,40.755886,-73.968067,40.801173,1.0,5.044022662879329,2012,1,4,2,18
34.67,-73.985427,40.758853,-73.872907,40.774497,1.0,9.634354423140666,2010,5,31,0,18
9.7,-73.97954200000001,40.727498,-73.999315,40.730088,4.0,1.690863607109016,2011,3,19,5,21
13.7,-74.002113,40.739582,-73.971918,40.791899,2.0,6.348900587936657,2012,7,19,3,23
6.5,-73.98543000000001,40.736011,-73.982501,40.724802000000004,1.0,1.27058455554651,2009,3,23,0,12
5.0,-73.996148,40.741890000000005,-73.992202,40.739425,6.0,0.43087077012769426,2014,7,16,2,10
4.5,-74.009137,40.713436,-74.00282299999999,40.723428000000006,3.0,1.2319144000407476,2011,4,22,4,23
4.9,-74.003985,40.731677000000005,-73.999765,40.723512,1.0,0.9750624506614428,2012,1,2,0,14
7.0,-73.96620300000001,40.7675,-73.980915,40.77424,6.0,1.4479579694450357,2014,5,1,3,9
7.3,-74.003919,40.753019,-73.992368,40.735362,2.0,2.191292345840633,2011,11,7,0,10
7.5,-74.004736,40.715882,-74.017723,40.705141,1.0,1.6200915601084598,2012,10,7,6,17
8.5,-73.991467,40.750575,-73.98575,40.741547,4.0,1.1134191737193644,2014,1,17,4,9
16.5,-73.970323,40.750840000000004,-73.99839200000001,40.724862,6.0,3.7332084366372014,2014,4,29,1,18
11.5,-73.97927856,40.72343826,-74.00460815,40.74694824,6.0,3.3747130138995485,2015,4,12,6,10
6.9,-73.99578100000001,40.723411,-74.005004,40.71895,2.0,0.922055450879182,2009,8,2,6,2
3.7,-74.00163,40.730767,-73.997112,40.737533,1.0,0.8431704544881573,2010,1,31,6,10
6.9,-73.955118,40.768941999999996,-73.963495,40.761887,2.0,1.0550495226383092,2010,5,14,4,8
10.1,-73.977788,40.771838,-73.9662,40.778113,2.0,1.1995796840636943,2012,5,21,0,15
16.5,-73.9828,40.745287,-74.01425,40.702935,1.0,5.4038725240101035,2014,12,8,0,16
15.07,-73.961933,40.795584999999996,-73.962253,40.764817,2.0,3.421351597769053,2010,8,16,0,1
7.7,-73.996601,40.736569,-73.982152,40.744322,1.0,1.4916690263239722,2010,12,4,5,14
24.9,-74.006662,40.73121,-73.92594,40.825588,1.0,12.503174164398024,2011,8,12,4,4
7.0,-73.988425,40.764342,-74.001642,40.745752,2.0,2.3478401767288526,2013,2,6,2,22
8.5,-73.994128,40.735087,-73.986393,40.751461,1.0,1.9338062764602166,2014,6,11,2,22
5.7,-73.97383,40.763717,-73.98942,40.771522,1.0,1.5738326916891914,2010,8,19,3,16
5.0,-74.01335999999999,40.702272,-74.01699,40.709245,1.0,0.8335546963202932,2013,3,10,6,15
8.5,-73.95371,40.790813,-73.957015,40.777676,1.0,1.4870345239540934,2013,6,14,4,8
17.0,-74.00972800000001,40.705166999999996,-73.970897,40.749307,1.0,5.898879980506183,2013,7,8,0,21
8.0,-73.950688,40.828531,-73.964101,40.80814,1.0,2.532782695005725,2014,3,21,4,11
12.0,-73.995387,40.749482,-73.975789,40.748740999999995,1.0,1.652961151858669,2014,10,2,3,13
12.5,-73.917399,40.746485,-73.97375600000001,40.763836,1.0,5.1240951647949,2011,8,31,2,8
7.5,-73.990815,40.730495,-73.978337,40.751084999999996,1.0,2.51931999557409,2014,5,19,0,6
6.9,-74.00744300000001,40.732547,-73.991112,40.742312,5.0,1.7527734023906927,2012,4,5,3,5
5.0,-73.98874664,40.74495316,-73.99568176,40.74422073,2.0,0.5898930668230169,2015,3,4,2,14
10.5,-74.00113499999999,40.730979,-73.984424,40.76463,1.0,3.9978675349183384,2010,4,27,1,21
7.7,-73.96888100000001,40.764533,-73.985311,40.748956,1.0,2.217033174786577,2011,2,22,1,11
11.0,-73.98105621,40.77426529,-73.95904541,40.78067398,2.0,1.9856444824607131,2015,4,3,4,16
5.7,-73.99282600000001,40.751271,-73.982786,40.742432,1.0,1.2966678329864996,2009,1,9,4,15
9.0,-73.946852,40.775802,-73.96434,40.760703,1.0,2.233332300718823,2013,1,9,2,14
13.5,-73.950655,40.783282,-73.984365,40.769802,1.0,3.2099616482403177,2013,7,6,5,17
7.5,-73.976512,40.765277000000005,-73.977672,40.778052,1.0,1.4238698919242236,2013,10,8,1,17
9.0,-73.984977,40.752122,-74.000925,40.757982,3.0,1.4930112539723053,2014,12,7,6,12
14.0,-73.9792099,40.723682399999994,-74.01746368,40.71139526,1.0,3.5015247004429195,2015,5,17,6,8
5.7,-73.983052,40.722588,-73.988022,40.733738,3.0,1.3086455891376616,2011,6,9,3,0
10.0,-74.002581,40.739571999999995,-73.99458,40.760682,1.0,2.442168284555123,2014,11,12,2,12
5.7,-73.993452,40.761447,-73.979662,40.759617999999996,5.0,1.1791210810114634,2010,6,4,4,14
9.7,-73.97070500000001,40.761643,-73.99283299999999,40.727647,2.0,4.214837438666106,2010,11,8,0,20
14.1,-73.974492,40.751369,-74.01058499999999,40.703364,1.0,6.143574665433673,2011,3,9,2,7
7.7,-73.991607,40.76318,-73.982718,40.76239,2.0,0.7537781988876965,2011,8,4,3,10
52.0,-74.035839,40.74732,-74.035839,40.74732,1.0,31.73076923076923,2009,3,25,2,0
11.3,-74.00766999999999,40.732177,-73.974663,40.758932,1.0,4.072165564533735,2010,3,22,0,10
8.5,-73.986681,40.725659,-73.977068,40.754504,1.0,3.3080897023082128,2012,3,25,6,9
12.9,-73.965315,40.790852,-73.978195,40.766375,6.0,2.929831562618069,2012,6,5,1,9
9.5,-73.972195,40.765883,-73.96794200000001,40.761951,1.0,0.5652058141435494,2012,11,6,1,11
9.0,-73.982272,40.748357,-73.969325,40.763877,1.0,2.0414291238238245,2014,5,22,3,18
10.0,-73.99179699999999,40.735262,-73.975915,40.748697,6.0,2.00550361658253,2014,10,17,4,8
35.0,-73.95331,40.787772,-73.944352,40.719772,1.0,7.598811182998817,2012,12,6,3,18
9.0,-73.96083,40.77308,-73.978372,40.774907,1.0,1.4910631890240695,2012,12,6,3,18
17.0,-73.97339000000001,40.743883000000004,-73.954021,40.766063,1.0,2.9570852315152383,2014,7,20,6,12
6.1,-74.00012199999999,40.74308,-74.00615,40.734233,5.0,1.107103814491773,2009,1,25,6,18
14.5,-73.961598,40.716487,-73.960417,40.674963,2.0,4.618331513060794,2010,3,27,5,2
3.7,-73.966957,40.761268,-73.967912,40.765535,1.0,0.4812376331298232,2011,1,5,2,17
32.5,-73.872862,40.774105,-73.97059300000001,40.764393,2.0,8.30076818099668,2012,5,11,4,15
5.3,-73.995083,40.739527,-73.999599,40.726264,3.0,1.523076447234496,2010,1,3,6,10
11.5,-73.972018,40.750142,-74.006008,40.73622,5.0,3.2551860279107694,2012,11,8,3,21
4.0,-73.993701,40.741569,-73.987999,40.748834,1.0,0.9398581000573961,2013,11,23,5,23
10.5,-73.966473,40.7575,-73.993336,40.745051000000004,1.0,2.65265340651194,2010,6,17,3,16
17.7,-73.87082,40.773748,-73.808317,40.7003,1.0,9.717643366961415,2012,8,19,6,19
8.0,-73.96686355499999,40.753469062,-73.963509578,40.749975923,2.0,0.4803007216777808,2013,1,17,3,17
5.0,-73.971696,40.763378,-73.962035,40.776598,1.0,1.6801165039522186,2013,5,10,4,16
8.0,-73.98849200000001,40.717977000000005,-73.97818000000001,40.737407,1.0,2.3287131285197677,2014,1,6,0,21
7.3,-73.986588,40.72165,-74.00800500000001,40.717166999999996,2.0,1.8725127243542132,2010,9,30,3,8
6.5,-73.98213,40.774807,-73.97358299999999,40.789645,5.0,1.8000189804462687,2012,10,6,5,15
8.0,-74.002843,40.733692,-73.987882,40.728590000000004,1.0,1.3824048627337326,2013,2,11,0,0
16.5,-73.983837,40.676052,-74.002522,40.723145,1.0,5.468282531723714,2014,9,12,4,23
49.57,-73.977023,40.7526,-73.79030999999999,40.643783,2.0,19.853698992687704,2009,9,22,1,21
10.5,-73.988006,40.737722999999995,-73.965699,40.766095,2.0,3.6720097767562816,2012,2,3,4,13
22.5,-73.9882,40.75909,-73.923683,40.86861,5.0,13.333604922939294,2012,2,12,6,1
11.5,-73.94747199999999,40.771227,-73.981832,40.760272,1.0,3.139654155362822,2012,12,21,4,6
12.5,-73.984723,40.748022999999996,-73.977245,40.757891,2.0,1.2652184561372222,2014,11,1,5,16
5.5,-73.950305,40.785607,-73.943587,40.789532,1.0,0.7144007760002906,2013,1,26,5,18
6.5,-73.980735,40.747911,-73.97053000000001,40.761998,1.0,1.7867549417074324,2013,5,20,0,11
16.5,-73.99698639,40.75542831,-73.95319366,40.80210114,3.0,6.36637015675727,2015,5,31,6,7
9.0,-74.00344849,40.73310089,-74.00800323,40.70721436,1.0,2.90393199172919,2015,2,15,6,22
8.9,-73.9578,40.768003,-73.981712,40.763391999999996,1.0,2.078053678794266,2009,6,25,3,10
10.9,-73.983735,40.746697,-73.954411,40.772219,1.0,3.7621550615510766,2009,7,23,3,17
8.9,-73.98103,40.729782,-73.993011,40.752803,1.0,2.7516392718584433,2011,3,19,5,15
8.5,-73.963115,40.774034,-73.975251,40.760822999999995,1.0,1.7895555699161194,2011,5,6,4,11
17.0,-73.962458,40.759027,-73.986199,40.753397,1.0,2.09539539748365,2013,2,8,4,9
12.5,-74.003848,40.720855,-73.98098,40.668304,1.0,6.153238870237448,2010,8,24,1,1
52.5,-73.982265,40.762062,-73.76855,40.675135,1.0,20.441006317628993,2014,5,13,1,22
16.0,-74.005677,40.745546999999995,-73.962663,40.794295,1.0,6.519448645515248,2014,10,25,5,21
8.0,-73.98548889,40.74728012,-74.00767517,40.74076843,1.0,2.0044302819060884,2015,4,19,6,22
17.3,-73.950972,40.785633000000004,-74.01024,40.720302000000004,4.0,8.814547103661686,2010,5,17,0,7
5.7,-74.00844000000001,40.711253,-74.001313,40.731078000000004,1.0,2.284797067146922,2011,10,26,2,3
5.5,-73.98091125,40.74206543,-73.97698975,40.75165558,1.0,1.1163738607952305,2015,4,18,5,9
16.5,-73.974938,40.762091,-74.003309,40.706195,2.0,6.659199234320512,2009,2,27,4,13
12.9,-73.980755,40.680558000000005,-73.98911,40.726788,2.0,5.188563930001389,2009,7,16,3,20
10.1,-73.99124499999999,40.739058,-73.992972,40.76768,1.0,3.18594402534475,2011,5,16,0,13
9.5,-73.992583,40.730416999999996,-74.005352,40.740247,1.0,1.5336994445849756,2013,8,9,4,21
4.5,-73.979872,40.749027000000005,-73.97655300000001,40.757498,5.0,0.9825455640463782,2010,3,14,6,15
6.5,-73.971541,40.764009,-73.975937,40.755971,1.0,0.9674387683923499,2011,4,27,2,13
21.5,-74.00109863,40.72149658,-73.95943451,40.65306473,1.0,8.381056956538574,2015,1,30,4,0
8.0,-73.975189,40.759095,-73.98051,40.76761,1.0,1.0475228198980744,2014,11,4,1,12
4.9,-74.00301800000001,40.739779999999996,-73.99153299999999,40.733090999999995,1.0,1.2204859380759807,2009,12,27,6,21
5.7,-73.991037,40.750049,-73.980438,40.75193,2.0,0.9169908491996803,2010,7,4,6,13
15.3,-73.949477,40.768018,-74.003118,40.733022,5.0,5.9632239793543835,2011,6,12,6,13
14.9,-73.992214,40.758864,-73.9938,40.722718,1.0,4.0214722693386795,2012,8,28,1,12
7.0,-73.999998,40.727087,-73.992448,40.735602,1.0,1.1406972780420437,2012,11,11,6,18
35.5,-73.86389100000001,40.770005,-74.007246,40.705533,1.0,14.045415396582257,2013,3,24,6,18
8.5,-73.954598,40.78676,-73.966013,40.768112,1.0,2.285501419632614,2014,8,13,2,8
4.1,-73.982279,40.768364,-73.985968,40.762939,1.0,0.6785356160539828,2011,1,21,4,18
11.7,-73.98149599999999,40.781003999999996,-73.99592,40.738813,1.0,4.846168791809842,2011,2,26,5,20
23.0,-73.99772800000001,40.746099,-73.94765600000001,40.829451,1.0,10.181968855770476,2013,6,22,5,2
5.7,-73.982357,40.762498,-73.97321,40.755345,2.0,1.1073237119111674,2009,6,6,5,23
5.3,-73.96706999999999,40.769178000000004,-73.954895,40.778209999999994,1.0,1.4351756794182677,2009,1,24,5,9
10.5,-73.94402313,40.77595901,-73.95504761,40.78507996,2.0,1.3748639590183667,2015,2,27,4,7
4.9,-73.982095,40.774001,-73.975373,40.787110999999996,1.0,1.5637830505047658,2009,3,25,2,14
6.5,-73.98353,40.766992,-73.986255,40.779708,4.0,1.4324533547139229,2010,9,10,4,18
11.3,-73.981154,40.729203999999996,-74.007407,40.748509999999996,2.0,3.082328164256445,2011,8,31,2,13
11.5,-73.963511,40.761732,-73.917488,40.739776,1.0,4.581494565887352,2013,4,12,4,4
5.3,-73.98341500000001,40.761844,-73.990414,40.756375,2.0,0.8469488763862141,2009,5,29,4,9
5.7,-74.006055,40.733166,-74.002895,40.74553,1.0,1.4003548195693571,2010,7,15,3,19
8.1,-73.952198,40.788107000000004,-73.980767,40.774995000000004,1.0,2.812800854023717,2009,9,7,0,18
6.1,-74.008083,40.719238,-73.99831999999999,40.737977,1.0,2.2402058383001235,2010,6,9,2,6
9.3,-73.995636,40.746573,-73.984437,40.767145,1.0,2.474355928649948,2012,4,15,6,17
4.5,-73.972072,40.755691999999996,-73.972082,40.755727,2.0,0.003981928384516684,2013,2,6,2,14
5.7,-73.99049000000001,40.755982,-73.974202,40.75421,4.0,1.3860301911483228,2011,12,13,1,5
16.5,-73.95485,40.76542,-74.00751,40.73877,2.0,5.334579603872612,2014,7,27,6,8
17.0,-73.954462,40.764046,-73.99459300000001,40.729271999999995,2.0,5.136189527537649,2013,6,6,3,15
24.5,-74.01278,40.707952,-73.99793199999999,40.760632,6.0,5.989854020916736,2014,7,12,5,15
6.1,-74.005278,40.735298,-73.986698,40.729892,1.0,1.6769797253484153,2010,5,25,1,20
6.0,-74.004935,40.729625,-74.01615600000001,40.71741,1.0,1.6549922139058728,2012,9,8,5,0
6.5,-73.998488,40.726303,-73.998488,40.726303,1.0,2.564102564102564,2014,1,8,2,21
3.7,-73.9531900488164,40.743463885211746,-73.95125851101939,40.74195799627224,5.0,0.23349125064077295,2010,9,5,6,17
4.5,-73.9265,40.765577,-73.93789699999999,40.764509999999994,3.0,0.9671412534586803,2012,8,30,3,18
27.0,-73.987285,40.718621999999996,-73.959295,40.778482000000004,1.0,7.061411037330406,2013,5,2,3,7
16.0,-73.996652,40.744495,-73.980253,40.737635,1.0,1.5781833746124156,2014,2,5,2,0
16.1,-73.959222,40.763282000000004,-73.9633,40.716935,1.0,5.164990973110958,2010,1,12,1,17
15.7,-73.97489499999999,40.751455,-73.98175400000001,40.783542,2.0,3.6143674579476395,2010,11,7,6,17
26.9,-73.863072,40.768622,-73.98214499999999,40.736167,6.0,10.659515723235556,2012,4,22,6,0
5.5,-73.989692,40.735496999999995,-73.982012,40.739391999999995,1.0,0.7786351558030933,2013,1,5,5,21
6.0,-74.00031,40.747961,-73.993636,40.757228999999995,1.0,1.1739196055710546,2013,10,5,5,9
7.7,-74.00145,40.717487,-74.017455,40.709785,1.0,1.5978560957586607,2009,11,16,0,23
12.9,-73.985185,40.72777,-73.98060500000001,40.759143,1.0,3.509791639122933,2011,4,5,1,11
11.3,-73.993973,40.746577,-74.00506,40.709365000000005,1.0,4.241944273602103,2012,4,25,2,20
42.5,-73.795677,40.807722,-73.97868299999999,40.724365,2.0,17.98467555747921,2011,1,10,0,16
5.7,-73.98637,40.74738,-73.975567,40.744572,2.0,0.9621440004391831,2011,1,14,4,18
5.3,-73.948001,40.77854,-73.958566,40.778483,2.0,0.8896088205458352,2012,4,2,0,8
10.5,-73.95410799999999,40.766901000000004,-73.984133,40.743475,1.0,3.6305989254288793,2010,2,10,2,8
7.3,-73.99400899999999,40.76144,-73.972811,40.792574,1.0,3.8950036956469796,2011,5,31,1,22
4.5,-73.99533100000001,40.739986,-73.987655,40.736707,1.0,0.7424184600698742,2011,9,26,0,9
12.5,-73.982332,40.768633,-73.983343,40.744372,1.0,2.6990437934979243,2012,10,23,1,8
16.5,-73.9952,40.731697,-73.94977,40.780347,1.0,6.626210973525718,2013,9,7,5,22
4.9,-74.002707,40.72664,-73.991825,40.72722,2.0,0.9192543015656902,2012,7,31,1,19
4.1,-73.990953,40.733067,-73.996235,40.725570000000005,1.0,0.9450040462689591,2011,8,26,4,8
15.5,-73.985132,40.76853,-74.002285,40.730008000000005,1.0,4.520597601596048,2013,3,17,6,12
11.0,-73.97221375,40.76557159,-73.97958374,40.73646927,1.0,3.295043053730918,2015,5,25,0,15
4.9,-73.998287,40.72749,-73.98985400000001,40.735239,2.0,1.116849890178419,2009,4,8,2,19
11.3,-73.98019599999999,40.726966,-73.956413,40.77547,1.0,5.753458466381864,2009,6,6,5,1
7.3,-73.983758,40.74643,-73.963557,40.774088,2.0,3.514695465304447,2011,2,27,6,14
14.9,-73.955268,40.782767,-73.93238199999999,40.794812,6.0,2.3465153637416547,2012,1,13,4,11
30.9,-73.981942,40.763977000000004,-73.870455,40.773607,5.0,9.449584697390367,2012,3,16,4,7
6.1,-73.98971999999999,40.75238,-74.007553,40.743196999999995,1.0,1.816431129084358,2012,6,18,0,20
3.3,-73.995802,40.749905,-73.99454300000001,40.750907,1.0,0.15382235032915118,2010,2,23,1,9
4.1,-73.991863,40.754275,-73.983796,40.753213,1.0,0.6896895372858064,2012,1,6,4,7
12.0,-73.973857,40.764185,-73.994435,40.750242,3.0,2.325481279747959,2014,7,21,0,14
9.0,-73.991485,40.754599,-74.00497,40.751692999999996,1.0,1.1809549873899754,2014,8,5,1,11
2.5,-73.989142,40.720105,-73.988777,40.720662,1.0,0.06915355055581601,2012,3,29,3,3
8.9,-73.98948,40.743287,-73.965692,40.754512,1.0,2.360807920609763,2012,6,30,5,13
10.5,-73.97899100000001,40.72375,-73.96304599999999,40.711855,1.0,1.8855446124162232,2014,1,31,4,4
5.7,-74.000552,40.727492,-74.005037,40.719122999999996,1.0,1.004414920030632,2010,11,16,1,19
7.0,-74.002462,40.718762,-74.007071,40.705535999999995,2.0,1.5211057238332888,2012,12,15,5,19
12.0,-73.98499699999999,40.768466,-73.944564,40.800466,1.0,4.924394326588433,2014,7,20,6,23
49.57,-73.982483,40.75674,-73.789985,40.64691,1.0,20.309358188558658,2010,5,24,0,14
4.5,-73.947035,40.776027,-73.95549799999999,40.764307,1.0,1.485348972340839,2012,8,18,5,18
7.3,-73.977897,40.762802,-73.99153000000001,40.750252,5.0,1.8072057324664272,2009,8,8,5,21
5.3,-73.986402,40.754723,-73.998898,40.739247999999996,1.0,2.0171966534583183,2010,1,8,4,0
6.9,-73.967425,40.755712,-73.983035,40.734913,5.0,2.660471194584624,2010,9,19,6,19
9.3,-73.971088,40.792648,-73.968405,40.769673,1.0,2.5646718712073673,2012,5,16,2,18
6.7,-73.95966899999999,40.779718,-73.976259,40.788413,1.0,1.6987581609604998,2009,2,13,4,16
9.0,-73.98088,40.779967,-73.95374699999999,40.78777,1.0,2.443670951892285,2013,9,3,1,8
13.0,-74.008125,40.738935,-73.980522,40.759953,2.0,3.2967679528654172,2013,1,20,6,14
19.0,-73.988834,40.76428,-73.941405,40.838664,1.0,9.184178812065547,2013,7,31,2,6
5.5,-73.976474,40.765048,-73.964665,40.762986,1.0,1.0206370037298715,2013,9,9,0,22
8.1,-73.99606800000001,40.732605,-73.980675,40.761862,1.0,3.502140461937525,2009,1,23,4,7
9.3,-73.97321099999999,40.760752000000004,-73.974265,40.788281,1.0,3.062371529261869,2011,2,18,4,13
18.0,-73.997845,40.721235,-73.98825699999999,40.764125,1.0,4.837072124217223,2013,5,11,5,19
12.0,-73.984227,40.766897,-73.96239,40.776037,1.0,2.101060335781582,2014,9,13,5,12
7.3,-73.96853399999999,40.752603,-73.992625,40.742915999999994,1.0,2.297571044167218,2009,4,21,1,22
4.9,-73.95554,40.781958,-73.96219599999999,40.772095,2.0,1.2316233304497086,2009,9,26,5,15
16.1,-73.789506,40.647040000000004,-73.81562199999999,40.680364000000004,1.0,4.310770471911794,2010,5,28,4,21
12.9,-73.978602,40.76412,-74.00885799999999,40.715637,2.0,5.963333364825703,2011,5,2,0,8
4.0,-73.96197509999999,40.77611160000001,-73.95484924,40.77407455,1.0,0.6413667239912617,2015,2,14,5,19
15.3,-74.006636,40.751407,-73.95497900000001,40.765281,1.0,4.616313292593033,2011,5,2,0,12
11.7,-73.954497,40.769857,-73.98431500000001,40.746007,1.0,3.652490047710827,2012,6,24,6,17
25.3,-74.001343,40.74132,-73.928619,40.864267,1.0,14.978908547499334,2010,5,22,5,23
8.9,-73.993112,40.719910999999996,-73.95672900000001,40.720723,1.0,3.0675054901012,2010,6,30,2,2
6.0,-73.978778,40.753502000000005,-73.973247,40.748146999999996,1.0,0.7560638503408851,2013,4,26,4,2
6.0,-73.99578000000001,40.716218,-74.009132,40.72078,1.0,1.2343245641367184,2013,5,2,3,3
6.5,-74.003665,40.736906,-73.997843,40.724187,1.0,1.4969547972300181,2011,1,23,6,11
7.5,-73.97733000000001,40.74948,-73.987669,40.732709,1.0,2.0582489379111646,2012,10,14,6,21
16.5,-74.00399017,40.74797821,-73.98319244,40.75632858,1.0,1.9827416096728223,2015,4,30,3,14
9.7,-73.962981,40.766443,-73.98893000000001,40.731434,1.0,4.464557942540167,2012,1,8,6,19
7.7,-73.97935,40.784608,-73.963933,40.808145,1.0,2.9212919173359215,2012,4,24,1,13
19.0,-73.968675,40.799103,-73.935898,40.849863,2.0,6.282031132650319,2014,5,9,4,9
16.9,-73.990057,40.756307,-73.94960400000001,40.834464000000004,1.0,9.334016079156658,2009,7,31,4,13
10.5,-74.00219799999999,40.739608000000004,-73.987342,40.720295,2.0,2.4857215597925597,2012,11,18,6,12
8.9,-73.99633,40.753225,-73.978895,40.766963,3.0,2.118941159901217,2011,6,15,2,18
7.5,-73.995892,40.746454,-73.995892,40.746454,1.0,3.205128205128205,2012,8,25,5,1
5.5,-74.005583,40.740728000000004,-74.003423,40.748705,1.0,0.9054747299491024,2012,9,6,3,13
10.9,-73.964958,40.775261,-73.94966099999999,40.809689,1.0,4.03900668613525,2009,5,13,2,18
